"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16485","Navigate to OrangeHRM Login Page and verify UI elements","chromium","Tue Dec 09 20:53:55 IST 2025","failed","Tue Dec 09 20:54:11 IST 2025","","loginNavigation.spec.js","",""
